"bse_dt","etf_iem_cd","mm1_tot_pft_rt","mm3_tot_pft_rt","yr1_tot_pft_rt","etf_sor","etf_z_sor","z_sor_rnk","acl_pft_rt_z_sor","ifo_rt_z_sor","shpr_z_sor","crr_z_sor","trk_err_z_sor","mxdd_z_sor","vty_z_sor"
"20240625",AIYY        ,-1.977700,-12.351500,0.000000,13.566696508505,0.000000000000,1118,0.089525514772,0.716204118174,0.179051029543,4.207699194270,98.836168307968,0.358102059087,1.074306177261
"20240716",AIYY        ,-6.907900,10.686600,0.000000,13.767524401065,0.000000000000,1128,0.088731144632,1.685891748004,0.177462289264,4.791481810115,98.846495119787,0.266193433895,1.153504880213
"20240719",AIYY        ,0.530800,19.144900,0.000000,14.129203539823,0.000000000000,1131,0.088495575221,1.150442477876,0.176991150442,9.115044247788,98.672566371681,0.353982300885,1.327433628319
"20240702",AIYY        ,-4.948100,-7.528700,0.000000,22.385435168739,7.104795737123,1047,0.088809946714,0.000000000000,0.266429840142,96.269982238011,96.536412078153,0.355239786856,1.065719360568
"20240814",AIYY        ,-12.272400,-5.164100,0.000000,13.686842105263,0.087719298246,1140,0.087719298246,0.526315789474,0.350877192982,5.263157894737,98.508771929825,0.438596491228,1.491228070175
"20240626",AIYY        ,7.958100,-9.718300,0.000000,13.641139804096,0.000000000000,1124,0.089047195013,0.979519145147,0.267141585040,4.452359750668,98.842386464826,0.356188780053,1.068566340160
"20240709",AIYY        ,-4.619200,-0.273000,0.000000,13.659555555556,0.000000000000,1126,0.177777777778,1.600000000000,0.266666666667,3.644444444444,98.844444444444,0.355555555556,1.066666666667
"20240812",AIYY        ,-9.817200,-5.653000,0.000000,13.592267135325,0.087873462214,1138,0.087873462214,0.439367311072,0.263620386643,4.569420035149,98.506151142355,0.439367311072,1.493848857645
"20240802",AIYY        ,-3.545400,2.556100,0.000000,13.913656387665,0.088105726872,1135,0.088105726872,0.616740088106,0.176211453744,7.665198237885,98.502202643172,0.440528634361,1.497797356828
"20240816",AIYY        ,-10.166900,-5.693900,0.000000,13.774278215223,0.087489063867,1143,0.087489063867,0.787401574803,0.349956255468,5.774278215223,98.512685914261,0.437445319335,1.487314085739
"20240708",AIYY        ,-4.619200,-0.273000,0.000000,13.660444444444,0.000000000000,1126,0.177777777778,1.511111111111,0.355555555556,3.644444444444,98.844444444444,0.355555555556,1.066666666667
"20240717",CIBR        ,6.119600,8.816200,28.101900,48.240248226950,65.957446808511,385,77.659574468085,81.648936170213,46.631205673759,33.865248226950,83.599290780142,47.429078014184,17.819148936170
"20240611",CIBR        ,-1.752500,-6.911400,24.872600,46.758122743682,58.483754512635,461,73.285198555957,75.902527075812,45.216606498195,35.920577617329,85.649819494585,47.833935018051,15.162454873646
"20240711",CIBR        ,5.772800,1.492100,28.223800,48.550222222222,66.488888888889,378,77.511111111111,80.888888888889,51.555555555556,30.755555555556,85.511111111111,47.377777777778,16.000000000000
"20240821",CIBR        ,4.401300,4.897900,33.837100,52.891398783666,80.973066898349,220,86.794092093831,87.489139878367,56.385751520417,54.908774978280,76.194613379670,33.796698523023,22.675933970460
"20240709",CIBR        ,7.122500,3.315900,27.746200,48.783111111111,65.422222222222,390,78.844444444444,80.355555555556,53.777777777778,28.977777777778,86.044444444444,47.377777777778,15.200000000000
"20240823",CIBR        ,5.488200,6.180000,32.048600,52.425347222222,80.121527777778,230,85.329861111111,85.416666666667,54.079861111111,58.854166666667,75.607638888889,33.854166666667,23.090277777778
"20240827",CIBR        ,5.074500,7.253400,30.671900,52.639826839827,80.086580086580,231,85.194805194805,86.147186147186,53.939393939394,60.779220779221,75.238095238095,33.939393939394,23.116883116883
"20240603",CIBR        ,-1.167300,-7.485700,21.431800,41.430505415162,44.494584837545,616,60.108303249097,63.989169675090,32.851985559567,35.379061371841,85.108303249097,50.180505415162,15.523465703971
"20240625",CIBR        ,-1.271900,-2.992400,24.502300,46.999104744852,60.966875559534,437,75.649059982095,76.902417188899,47.896150402865,29.991047448523,84.601611459266,47.538048343778,16.025067144136
"20240801",CIBR        ,-2.534600,2.009800,18.833200,40.991189427313,43.700440528634,640,57.709251101322,65.814977973568,35.770925110132,29.427312775330,82.907488986784,44.581497797357,18.325991189427
"20240822",CIBR        ,5.149700,5.217100,34.796500,52.632493483927,80.104257167680,230,86.012163336229,87.315377932233,56.038227628149,53.953084274544,76.281494352737,33.796698523023,22.762814943527
"20240617",CIBR        ,-0.543700,-3.679100,21.953700,45.794409377818,56.447249774572,484,71.235347159603,73.760144274121,45.356176735798,32.551848512173,84.941388638413,47.790802524797,15.419296663661
"20240621",CIBR        ,-1.430600,-1.512800,21.094600,45.882300089847,56.424079065588,486,73.045822102426,75.292003593890,46.001796945193,27.403414195867,84.905660377358,47.619047619048,15.813117699910
"20240715",CIBR        ,4.729500,5.283200,28.715300,50.022182786158,71.428571428571,323,81.721384205856,83.496007098492,52.440106477374,35.226264418811,84.383318544809,47.293700088731,16.681455190772
"20240731",CIBR        ,-1.648300,1.028000,19.913700,44.835387323944,54.841549295775,514,69.278169014085,72.095070422535,42.341549295775,32.482394366197,82.570422535211,46.126760563380,18.485915492958
"20240701",CIBR        ,5.898700,0.170900,24.850000,49.799111111111,68.533333333333,355,82.666666666667,83.200000000000,54.844444444444,28.088888888889,86.044444444444,47.377777777778,15.288888888889
"20240618",CIBR        ,-0.543700,-3.679100,21.953700,45.035938903863,54.447439353100,508,69.991015274034,72.686433063792,44.115004492363,30.278526504942,84.905660377358,47.619047619048,15.363881401617
"20240604",CIBR        ,-1.167300,-7.485700,21.431800,41.342057761733,44.675090252708,614,59.476534296029,64.620938628159,33.032490974729,35.469314079422,84.837545126354,47.924187725632,15.703971119134
"20240610",CIBR        ,-1.752500,-6.911400,24.872600,46.611211573237,58.860759493671,456,73.146473779385,75.949367088608,44.303797468354,35.714285714286,85.804701627486,47.830018083183,15.189873417722
"20240529",CIBR        ,2.070400,-0.742200,33.162500,44.532374100719,54.676258992806,505,70.143884892086,72.482014388489,40.917266187050,27.517985611511,83.992805755396,50.000000000000,17.356115107914
"20240723",CIBR        ,1.934000,6.756600,20.678200,50.220053238687,72.227151730257,314,79.591836734694,82.253771073647,51.641526175688,44.010647737356,82.342502218279,46.672582076309,18.278615794144
"20240725",CIBR        ,2.388500,3.877600,23.709200,48.615044247788,65.840707964602,387,77.610619469027,80.000000000000,48.761061946903,38.141592920354,82.300884955752,46.814159292035,18.318584070796
"20240826",CIBR        ,5.074500,7.253400,30.671900,52.101474414571,78.577623590633,248,83.607979184735,84.388551604510,52.385082393755,62.359063313096,75.368603642671,33.824804856895,23.070251517780
"20240712",CIBR        ,4.497700,3.008100,26.512000,51.248000000000,75.466666666667,277,84.977777777778,86.133333333333,55.200000000000,34.933333333333,84.977777777778,47.377777777778,16.177777777778
"20240531",CIBR        ,-1.371100,-7.676500,22.177800,38.654054054054,36.486486486486,706,51.441441441441,54.954954954955,28.018018018018,39.459459459459,83.693693693694,50.090090090090,17.117117117117
"20240802",CIBR        ,-1.028000,3.586600,19.259400,44.503083700441,53.039647577093,534,69.867841409692,74.185022026432,44.933920704846,22.026431718062,81.409691629956,40.528634361233,21.409691629956
"20240702",CIBR        ,5.898700,0.170900,24.850000,50.716696269982,70.248667850799,336,83.303730017762,84.369449378330,55.595026642984,43.516873889876,78.419182948490,47.424511545293,15.275310834813
"20240726",CIBR        ,0.026600,0.704600,20.399400,46.862068965517,60.389036251105,449,73.121131741821,75.066312997347,44.827586206897,39.610963748895,82.051282051282,46.772767462423,18.656056587091
"20240724",CIBR        ,1.734500,5.268300,22.919000,49.986737400531,70.999115826702,329,78.779840848806,82.758620689655,49.955791335102,43.943412908930,82.935455349248,46.684350132626,18.213969938108
"20240708",CIBR        ,7.122500,3.315900,27.746200,49.664888888889,68.266666666667,358,81.333333333333,82.666666666667,55.022222222222,28.977777777778,86.133333333333,47.377777777778,15.288888888889
"20240627",CIBR        ,-0.969300,-1.692800,26.083500,49.030222222222,66.133333333333,382,80.444444444444,82.133333333333,51.200000000000,30.933333333333,85.777777777778,47.377777777778,15.200000000000
"20240624",CIBR        ,-1.271900,-2.992400,24.502300,46.348920863309,59.352517985611,453,74.010791366906,76.169064748201,45.233812949640,30.665467625899,84.892086330935,47.571942446043,15.827338129496
"20240719",CIBR        ,3.354200,8.139200,24.217100,47.778761061947,63.008849557522,419,76.194690265487,79.734513274336,48.230088495575,31.238938053097,83.893805309735,47.433628318584,17.787610619469
"20240620",CIBR        ,-1.430600,-1.512800,21.094600,44.829290206649,53.369272237197,520,69.272237196766,72.955974842767,43.216531895777,30.188679245283,84.905660377358,47.619047619048,15.363881401617
"20240614",CIBR        ,1.230000,-4.611800,24.458100,45.688908926961,55.545536519387,494,70.604147880974,73.760144274121,44.905320108206,32.822362488729,85.302073940487,47.790802524797,15.238954012624
"20240806",CIBR        ,-6.485500,-1.832800,16.466300,47.735268249780,60.422163588390,451,79.947229551451,80.299032541777,53.562005277045,20.228671943712,79.419525065963,39.841688654354,22.515391380827
"20240808",CIBR        ,-8.521700,-3.919200,17.300900,51.787346221441,73.989455184534,297,87.961335676626,88.224956063269,61.423550087873,28.295254833040,78.558875219684,38.137082601054,22.759226713533
"20240819",CIBR        ,-1.026900,3.389400,30.528400,51.762029746282,76.902887139108,265,85.476815398075,85.914260717410,55.730533683290,47.856517935258,76.640419947507,34.033245844269,22.747156605424
"20240716",CIBR        ,4.729500,5.283200,28.715300,49.008873114463,68.677905944987,354,79.769299023957,81.366459627329,49.866903283052,34.782608695652,83.318544809228,47.293700088731,17.657497781721
"20240809",CIBR        ,-7.913000,-3.226900,17.559700,53.042179261863,79.173989455185,238,88.752196836555,89.455184534271,61.862917398946,39.630931458699,77.943760984183,36.555360281195,22.231985940246
"20240718",CIBR        ,6.593900,9.363900,28.674400,48.314437555359,66.164747564216,383,78.476527900797,82.196634189548,48.361381753764,29.849424269265,83.702391496900,47.475642161205,17.891939769708
"20240722",CIBR        ,1.934000,6.756600,20.678200,48.617021276596,66.489361702128,379,76.950354609929,78.457446808511,50.000000000000,39.361702127660,82.535460992908,46.631205673759,18.173758865248
"20240705",CIBR        ,8.841700,2.896700,26.912600,50.178666666667,69.422222222222,345,83.377777777778,84.177777777778,55.822222222222,28.355555555556,85.866666666667,47.466666666667,15.200000000000
"20240729",CIBR        ,1.265700,1.413400,19.931800,45.285587975243,55.968169761273,499,70.114942528736,73.828470380194,43.324491600354,32.007073386384,82.228116710875,46.153846153846,18.744473916888
"20240807",CIBR        ,-9.391300,-3.547900,16.185900,50.766051011434,70.712401055409,334,85.048372911170,86.895338610378,59.278803869833,26.297273526825,78.452066842568,40.017590149516,22.867194371152
"20240703",CIBR        ,6.630700,1.330500,25.713000,50.325932504440,69.715808170515,342,83.747779751332,84.103019538188,56.127886323268,28.863232682060,85.879218472469,47.424511545293,15.275310834813
"20240730",CIBR        ,1.265700,1.413400,19.931800,44.191696113074,52.650176678445,537,66.872791519435,71.908127208481,40.901060070671,31.978798586572,82.243816254417,46.289752650177,18.639575971731
"20240814",CIBR        ,-4.733000,0.999900,22.324400,53.323684210526,80.701754385965,221,87.456140350877,88.421052631579,60.789473684211,48.947368421053,77.192982456140,35.350877192982,22.192982456140
"20240612",CIBR        ,0.293700,-4.553300,25.995600,46.553249097473,58.935018050542,456,72.653429602888,75.361010830325,45.126353790614,35.649819494585,85.559566787004,47.833935018051,15.252707581227
"20240607",CIBR        ,-0.628700,-4.710400,22.703800,47.175248419151,60.072267389341,443,74.254742547425,76.422764227642,46.070460704607,36.585365853659,85.817524841915,47.877145438121,15.085817524842
"20240710",CIBR        ,6.944700,3.353600,29.644500,47.932444444444,63.200000000000,415,76.711111111111,78.311111111111,51.733333333333,29.155555555556,86.133333333333,47.377777777778,15.288888888889
"20240812",CIBR        ,-2.690800,1.679700,24.160500,51.569420035149,73.374340949033,304,84.797891036907,85.676625659051,57.908611599297,42.618629173989,77.768014059754,35.325131810193,22.144112478032
"20240820",CIBR        ,-1.026900,3.389300,30.528400,53.333333333333,81.937172774869,208,87.260034904014,88.394415357766,58.202443280977,54.275741710297,76.439790575916,33.944153577661,22.687609075044
"20240528",CIBR        ,2.070400,-0.742200,33.162500,44.112511251125,53.645364536454,516,69.396939693969,71.557155715572,39.693969396940,27.632763276328,83.888388838884,49.954995499550,17.371737173717
"20240816",CIBR        ,-1.716400,2.857400,25.447400,52.867016622922,80.139982502187,228,87.401574803150,88.976377952756,58.617672790901,47.506561679790,77.077865266842,34.208223972003,22.309711286089
"20240805",CIBR        ,-6.485500,-1.832800,16.466300,48.145998240985,61.389621811785,440,80.123131046614,84.080914687775,55.057167985928,16.094986807388,80.123131046614,39.841688654354,22.163588390501
"20240605",CIBR        ,-2.385400,-8.645500,20.644300,42.954873646209,49.187725631769,564,64.891696750903,67.328519855596,36.281588447653,35.469314079422,85.288808664260,47.924187725632,15.162454873646
"20240813",CIBR        ,-2.690800,1.679700,24.160500,51.750658472344,75.329236172081,282,85.425812115891,85.864793678665,58.735733099210,42.405618964004,77.524143985953,35.294117647059,22.124670763828
"20240530",CIBR        ,0.200500,-3.317600,26.692500,41.960396039604,45.904590459046,602,62.016201620162,65.526552655266,33.303330333033,35.013501350135,83.798379837984,50.045004500450,17.011701170117
"20240613",CIBR        ,0.312100,-4.785200,26.018600,46.107303877367,56.898106402164,479,70.874661857529,74.752028854824,45.536519386835,34.174932371506,85.392245266005,47.790802524797,15.238954012624
"20240626",CIBR        ,-1.364200,-2.536400,25.580700,46.667853962600,59.483526268923,456,74.176313446126,76.491540516474,47.640249332146,29.830810329475,84.683882457703,47.284060552093,15.939447907391
"20240610",DIA         ,0.084100,0.452600,17.376700,40.639240506329,42.857142857143,633,41.952983725136,40.777576853526,50.271247739602,48.010849909584,20.162748643761,73.598553345389,80.108499095841
"20240813",DIA         ,0.610900,0.713600,14.558100,43.805970149254,51.097453906936,558,44.600526777875,42.405618964004,54.170324846356,66.198419666374,21.246707638279,76.909569798068,79.016681299385
"20240717",DIA         ,4.346700,7.091600,18.746200,50.244680851064,73.226950354610,303,61.968085106383,61.081560283688,71.542553191489,55.939716312057,20.833333333333,72.695035460993,79.609929078014
"20240627",DIA         ,0.320700,-0.068900,18.141100,44.428444444444,52.888888888889,531,51.555555555556,47.644444444444,55.466666666667,56.355555555556,19.822222222222,72.622222222222,79.822222222222
"20240807",DIA         ,-1.702700,0.430900,12.341700,45.621811785400,56.112576956904,500,49.516270888303,47.317502198769,56.552330694811,67.634124890062,21.372031662269,75.461741424802,78.979771328056
"20240701",DIA         ,1.154300,-1.249600,15.875100,45.337777777778,53.866666666667,519,51.022222222222,52.088888888889,55.911111111111,58.844444444444,20.177777777778,72.622222222222,79.822222222222
"20240611",DIA         ,0.084100,0.452600,17.376700,40.396209386282,42.689530685921,636,41.696750902527,39.891696750903,50.000000000000,47.653429602888,20.126353790614,73.465703971119,80.144404332130
"20240603",DIA         ,2.638200,-0.181000,19.804800,38.928700361011,38.086642599278,687,36.732851985560,36.462093862816,48.736462093863,46.389891696751,20.397111913357,73.465703971119,80.054151624549
"20240711",DIA         ,1.371200,1.483200,18.626200,44.798222222222,54.311111111111,515,52.888888888889,49.777777777778,58.044444444444,49.511111111111,20.533333333333,72.800000000000,80.444444444444
"20240821",DIA         ,1.610300,2.650500,20.640800,45.850564726325,59.252823631625,470,50.130321459600,42.311033883580,57.080799304952,73.327541268462,21.459600347524,80.278019113814,78.540399652476
"20240726",DIA         ,1.239200,4.137600,14.667900,46.225464190981,58.355437665782,472,52.961980548187,52.431476569408,60.389036251105,58.001768346596,21.308576480990,72.236958443855,78.691423519010
"20240823",DIA         ,1.580500,2.921400,20.762900,46.984375000000,62.586805555556,432,51.388888888889,43.402777777778,61.111111111111,75.434027777778,21.267361111111,80.295138888889,78.645833333333
"20240529",DIA         ,1.763700,0.278000,21.322200,41.006294964029,42.895683453237,636,41.097122302158,38.489208633094,51.618705035971,53.776978417266,20.503597122302,73.471223021583,80.035971223022
"20240528",DIA         ,1.763700,0.278000,21.322200,41.423942394239,44.554455445545,617,41.494149414941,38.973897389739,53.465346534653,53.915391539154,20.522052205221,73.537353735374,80.018001800180
"20240731",DIA         ,3.726500,6.100900,16.500300,46.607394366197,60.123239436620,454,53.873239436620,54.401408450704,60.563380281690,57.482394366197,21.390845070423,72.095070422535,78.697183098592
"20240604",DIA         ,2.638200,-0.181000,19.804800,40.460288808664,42.238267148014,641,41.696750902527,38.989169675090,51.895306859206,46.480144404332,20.397111913357,73.465703971119,80.054151624549
"20240618",DIA         ,-2.160300,-0.487300,15.648600,41.864330637916,46.451033243486,597,43.935309973046,43.306379155436,51.123090745732,53.908355795148,18.957771787960,73.225516621743,80.503144654088
"20240614",DIA         ,-1.749600,-0.354500,15.761600,41.563570784491,46.348061316501,596,44.544634806132,42.651036970243,51.217312894500,50.225428313796,19.747520288548,73.489630297565,80.072137060415
"20240605",DIA         ,0.011300,-0.859100,16.386200,39.168772563177,37.996389891697,688,38.357400722022,35.920577617329,49.187725631769,46.480144404332,20.306859205776,73.465703971119,80.234657039711
"20240805",DIA         ,1.025100,4.335100,14.655600,45.065083553210,53.474054529463,530,49.252418645558,45.646437994723,56.376429199648,65.083553210202,21.459982409850,75.373790677221,78.891820580475
"20240826",DIA         ,2.149000,5.790200,21.545100,48.217692974848,65.828274067650,395,52.905464006938,44.319167389419,62.272333044232,83.174327840416,20.555073720729,80.312228967910,78.924544666088
"20240626",DIA         ,1.080100,0.284400,19.035400,44.091718610864,51.825467497774,542,49.510240427427,47.016918967053,54.853072128228,57.791629563669,19.679430097952,72.573463935886,79.875333926981
"20240613",DIA         ,-1.678600,0.325900,16.494000,39.353471596032,40.667267808837,659,40.577096483318,37.060414788097,47.880973850316,45.807033363390,20.288548241659,73.489630297565,80.072137060415
